total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon
10909.09091,3,12.001,392.36,1,4,4,10,0,1,570,0,153,11,12.73636364,1,705.0,763.75,11,0,0.0,7000.615385,49.29230769,0,0,7,0,6.0,0.0,6.0,14.0,10.0,2,240,0.0
3454.545455,3,15.543,136.0,3,1,10,4,1,1,501,0,74,30,13.27636364,0,670.0,781.6666667,4,0,0.0,7620.923077,87.34615385,1,0,7,4040,4.0,0.0,4.0,9.0,5.0,0,0,0.0
31818.18182,5,19.305,955.75,3,1,9,7,0,2,572,0,408,14,28.56,4,540.0,675.0,13,0,0.0,12564.0,67.84615385,0,0,9,0,6.0,0.0,6.0,10.0,4.0,0,0,0.0
31818.18182,3,15.576,1198.94,2,1,4,3,0,2,530,5,432,10,7.881818182,0,585.0,633.75,11,0,0.0,33838.15385,73.26923077,1,0,10,6,5.0,0.0,7.0,11.0,8.0,0,8303,830.3
16363.63636,5,18.997,449.97,2,1,2,10,0,2,519,4,9,7,23.93636364,0,752.7272727,815.4545455,24,0,0.0,25567.0,85.26923077,0,0,1,104,15.0,0.0,9.0,20.0,9.0,4,2086,0.0
15775.0,3,12.001,515.79,1,3,0,1,1,1,576,0,160,4,12.32181818,0,752.7272727,815.4545455,9,0,0.0,12826.15385,75.1,0,0,11,0,2.0,0.0,7.0,5.0,4.0,2,89,26.7
10600.0,3,10.076,337.87,1,4,11,10,0,0,553,0,348,18,21.39090909,0,807.2727273,874.5454545,10,0,0.0,10114.46154,36.4,0,0,6,0,4.0,0.0,17.0,11.0,1.0,3,666,66.6
18000.0,3,20.5,673.54,4,3,3,4,0,1,529,0,25,13,13.51818182,0,720.0,840.0,7,0,0.0,18947.30769,105.2307692,0,0,10,0,4.0,0.0,5.0,12.0,7.0,0,0,0.0
18545.45455,3,12.089,556.48,1,1,9,7,1,1,548,8,32,21,9.949090909,0,730.9090909,913.6363636,7,0,0.0,13185.23077,70.38461538,1,0,7,9,6.0,0.0,0.0,8.0,5.0,0,0,0.0
13090.90909,3,8.991,387.15,1,3,2,10,0,1,546,0,563,10,17.17363636,1,548.1818182,685.2272727,11,0,0.0,27725.38462,80.2,0,0,12,0,8.0,0.0,5.0,20.0,13.0,3,3483,0.0
18181.81818,3,10.251,658.48,1,1,4,3,2,0,562,4,21,13,21.69090909,0,601.3636364,751.7045455,9,0,0.0,55918.84615,81.6,0,0,4,4,4.0,0.0,2.0,9.0,5.0,3,5641,0.0
41363.63636,3,14.661,1235.52,2,3,9,5,0,2,515,0,143,8,3.501818182,0,695.0,868.75,3,0,0.0,30451.15385,96.0,1,0,10,106,2.0,0.0,0.0,5.0,2.0,3,10115,0.0
21763.63636,3,17.919,704.25,3,1,0,0,2,1,553,0,35,14,26.46363636,2,636.3636364,742.4242424,17,0,0.0,26699.07692,46.73846154,1,0,7,0,5.0,0.0,9.0,34.0,14.0,3,6558,1311.6
8400.0,3,14.421,283.48,1,0,0,2,0,1,506,0,146,23,15.52727273,0,618.1818182,721.2121212,9,0,0.0,5940.0,59.23076923,1,0,3,59922,4.0,0.0,4.0,9.0,5.0,3,3401,340.1
14181.81818,3,6.408,371.19,0,3,9,1,2,0,536,4,628,24,29.11818182,0,668.1818182,779.5454545,23,0,0.0,13490.61538,49.1,0,0,10,4,4.0,0.0,29.0,10.0,3.0,0,0,0.0
10909.09091,3,7.101,375.43,0,3,4,10,0,2,554,0,291,23,5.272727273,0,752.7272727,815.4545455,7,0,0.0,10311.69231,30.46153846,0,0,12,0,7.0,0.0,0.0,8.0,8.0,3,3030,606.0
27272.72727,3,6.516,774.68,0,3,2,10,0,2,561,0,404,22,18.71181818,0,618.1818182,721.2121212,13,0,0.0,47681.53846,61.01538462,0,0,6,0,7.0,0.0,10.0,10.0,8.0,0,0,0.0
29545.45455,3,12.132,848.11,2,1,0,4,0,2,483,13,129,30,15.73636364,0,780.0,975.0,6,0,0.0,76832.0,94.4,1,0,2,15266,4.0,0.0,4.0,9.0,5.0,3,8816,881.6
12272.72727,3,13.49,508.96,2,3,9,10,1,1,557,5,550,8,23.96,0,580.9090909,629.3181818,6,0,0.0,4639.0,34.5,0,0,3,6,4.0,0.0,5.0,15.0,11.0,3,1098,219.6
14400.0,3,12.089,471.37,1,2,3,10,0,0,534,0,9,7,21.25,0,710.0,828.3333333,10,0,0.0,24409.61538,71.83076923,1,0,8,0,7.0,0.0,9.0,10.0,7.0,0,0,0.0
5672.727273,3,6.633,146.1,0,2,2,6,1,1,529,0,41,25,10.23272727,0,679.0909091,735.6818182,12,0,0.0,952.0,1.615384615,0,0,9,0,1.0,0.0,12.0,18.0,14.0,1,298,89.4
11818.18182,3,18.49,473.19,3,1,8,10,0,0,515,0,348,18,12.57,0,725.4545455,906.8181818,13,1,1.0,8955.692308,83.53846154,0,0,1,0,8.0,0.0,4.0,16.0,13.0,0,0,0.0
3000.0,3,19.782,114.55,4,0,10,6,1,1,516,5,38,21,22.44,1,730.9090909,852.7272727,17,0,0.0,6909.0,110.7692308,1,0,3,544,3.0,0.0,27.0,12.0,7.0,0,0,0.0
9090.909091,3,9.16,318.75,1,3,5,4,2,1,553,0,311,2,8.0,0,695.0,810.8333333,15,0,0.0,10638.46154,57.18461538,0,0,3,0,11.0,0.0,14.0,14.0,10.0,1,4512,902.4
10909.09091,3,7.66,374.16,0,1,3,10,0,2,493,0,535,17,21.81818182,0,663.6363636,718.9393939,8,0,0.0,32575.38462,74.86153846,1,0,3,9924,4.0,0.0,4.0,9.0,5.0,3,367,110.1
4090.909091,3,24.49,197.46,4,2,6,3,1,1,561,0,191,5,0.908181818,0,597.2727273,696.8181818,4,0,0.0,371.5384615,7.5,1,0,5,0,1.0,0.0,0.0,4.0,1.0,0,0,0.0
11818.18182,3,7.101,312.86,0,5,11,2,0,0,546,2,33,22,9.190909091,0,670.0,781.6666667,11,1,1.0,7714.0,31.23076923,0,0,6,5,3.0,0.0,16.0,14.0,9.0,3,4488,897.6
28363.63636,5,12.584,527.1,1,1,0,1,0,1,566,2,245,26,4.77,0,758.1818182,884.5454545,5,0,0.0,18070.38462,51.69230769,0,0,4,5,3.0,0.0,2.0,6.0,4.0,5,1157,347.1
4090.909091,3,13.67,170.09,2,3,5,10,0,2,550,2,646,8,16.67272727,0,670.0,725.8333333,23,0,0.0,38438.0,98.53846154,0,0,1,5,14.0,0.0,5.0,23.0,13.0,0,1924,384.8
8136.363636,3,18.24,324.65,3,2,2,1,1,2,532,0,489,30,22.85181818,0,675.0,787.5,17,0,0.0,9970.384615,32.30769231,1,0,1,0,9.0,0.0,1.0,27.0,13.0,3,2964,296.4
35454.54545,3,11.462,973.95,1,3,11,8,0,2,573,0,54,28,7.972727273,0,660.0,715.0,15,1,1.0,32024.46154,65.58461538,1,0,5,0,8.0,0.0,3.0,15.0,8.0,0,11262,0.0
38181.81818,3,11.539,1137.43,1,1,9,10,0,2,538,0,137,32,22.14545455,0,715.0,893.75,23,0,0.0,33381.38462,45.04615385,1,0,9,0,9.0,0.0,17.0,16.0,9.0,2,9972,0.0
21213.63636,3,13.959,602.13,2,2,0,8,0,2,544,4,9,7,35.57,0,665.0,831.25,17,0,0.0,30274.0,62.78461538,0,0,2,4,9.0,0.0,8.0,21.0,12.0,3,1783,356.6
5909.090909,3,10.637,160.57,1,5,1,0,1,1,532,0,512,21,10.32,0,604.5454545,755.6818182,10,1,1.0,4765.0,39.52307692,1,0,12,0,3.0,0.0,10.0,15.0,5.0,2,1151,115.1
9900.0,3,18.75,361.65,3,3,0,10,0,0,518,2,215,8,20.01818182,2,556.3636364,695.4545455,9,0,0.0,9987.692308,75.16923077,1,0,10,289,5.0,0.0,3.0,17.0,7.0,0,0,0.0
15150.0,5,18.55,389.26,4,1,8,6,0,2,547,4,20,15,23.42727273,0,758.1818182,884.5454545,7,0,0.0,6159.692308,70.0,1,0,9,4,4.0,0.0,5.0,4.0,2.0,0,0,0.0
14700.0,3,14.031,471.02,3,0,0,10,0,1,540,4,52,19,21.98181818,0,609.0909091,659.8484848,10,0,0.0,9378.461538,77.0,1,0,6,4,4.0,0.0,6.0,19.0,11.0,0,0,0.0
28363.63636,3,8.39,756.4,0,0,9,2,1,2,537,0,136,8,5.07,1,741.8181818,803.6363636,11,0,0.0,26509.61538,23.1,0,0,9,0,5.0,0.0,5.0,22.0,13.0,0,0,0.0
14727.27273,3,5.427,547.84,0,1,10,5,0,0,524,2,49,12,4.729090909,0,878.1818182,951.3636364,8,0,0.0,7563.0,17.66153846,0,0,11,5,3.0,0.0,5.0,9.0,9.0,0,0,0.0
33090.90909,5,7.89,566.27,0,1,4,10,0,2,556,0,324,10,10.48909091,0,705.0,881.25,32,0,0.0,11498.0,38.58461538,0,0,8,0,3.0,0.0,59.0,28.0,14.0,1,9201,2760.3
17727.27273,3,7.362,471.3,1,1,11,10,0,0,542,0,114,13,28.97,0,790.9090909,856.8181818,41,0,0.0,36370.92308,21.69230769,0,0,12,0,21.0,0.0,8.0,50.0,33.0,3,1833,366.6
16363.63636,3,10.99,654.68,1,2,12,10,2,1,549,4,79,2,11.96181818,0,720.0,900.0,11,1,1.0,20112.61538,84.9,0,0,4,4,7.0,0.0,5.0,27.0,16.0,0,6834,0.0
21600.0,5,10.791,480.38,2,2,1,2,1,0,553,0,80,21,27.88363636,0,627.2727273,784.0909091,11,0,0.0,18204.0,47.1,0,0,7,0,7.0,0.0,36.0,12.0,10.0,0,0,0.0
18909.09091,3,10.99,523.75,1,3,1,2,0,1,535,2,500,27,10.75454545,0,730.9090909,791.8181818,7,1,1.0,10498.0,26.2,0,0,11,5,3.0,0.0,8.0,6.0,5.0,2,7655,1531.0
14181.81818,3,20.889,439.82,3,1,10,9,0,1,561,0,239,7,18.54818182,3,552.2727273,598.2954545,9,0,0.0,14660.76923,83.6,1,0,12,0,6.0,0.0,5.0,11.0,8.0,1,1038,0.0
6363.636364,3,9.17,223.16,1,2,9,3,0,1,545,4,779,43,38.76,0,650.0,758.3333333,6,1,1.0,5652.0,44.90769231,1,0,12,4,3.0,0.0,7.0,7.0,5.0,0,0,0.0
18545.45455,3,11.539,552.47,1,1,3,5,0,0,566,5,174,7,10.9,0,715.0,774.5833333,10,0,0.0,12666.92308,28.33846154,1,0,2,6,2.0,0.0,9.0,20.0,8.0,3,8145,814.5
16363.63636,3,6.49,459.67,0,3,0,5,0,0,552,0,495,14,13.37,0,605.4545455,756.8181818,19,0,0.0,19482.0,24.12307692,0,0,11,0,6.0,0.0,14.0,47.0,25.0,0,2190,657.0
6943.181818,3,16.29,207.39,3,5,2,1,1,1,555,0,31,2,19.66909091,0,720.0,840.0,15,0,0.0,4479.692308,41.8,1,0,5,0,9.0,0.0,6.0,10.0,5.0,0,0,0.0
13636.36364,3,11.565,504.33,1,1,1,2,2,0,528,0,622,7,24.06272727,0,548.1818182,639.5454545,11,0,0.0,30364.61538,61.73076923,1,0,7,1745,8.0,0.0,9.0,30.0,11.0,0,0,0.0
13636.36364,5,13.041,352.85,2,5,4,8,1,1,533,0,62,13,18.51272727,0,544.0909091,680.1136364,5,0,0.0,18381.92308,96.6,0,0,10,0,4.0,0.0,4.0,6.0,6.0,1,1292,387.6
19636.36364,5,11.691,409.47,2,1,4,4,0,0,553,0,332,13,13.41818182,1,600.0,750.0,10,0,0.0,14585.84615,65.36923077,0,0,12,0,6.0,0.0,8.0,14.0,5.0,1,7716,0.0
31227.27273,5,18.997,715.57,2,3,0,2,0,2,521,0,781,40,23.06,0,705.0,822.5,14,0,0.0,27620.92308,50.5,1,0,3,0,5.0,0.0,10.0,23.0,17.0,5,10932,1093.2
7090.909091,3,5.93,182.35,0,4,0,7,0,0,542,0,432,10,18.14545455,0,801.8181818,935.4545455,11,0,0.0,7327.384615,33.04615385,0,0,3,0,7.0,0.0,2.0,11.0,8.0,3,719,0.0
9454.545455,3,12.089,261.88,1,1,4,4,0,2,544,4,548,36,3.818181818,2,540.0,675.0,11,0,0.0,3516.153846,25.5,1,0,1,4,5.0,0.0,6.0,19.0,12.0,0,0,0.0
12272.72727,3,12.49,501.74,1,3,2,1,1,1,537,4,473,8,15.25909091,1,665.0,720.4166667,9,0,0.0,10095.0,82.3,0,0,4,4,5.0,0.0,12.0,18.0,7.0,2,2052,410.4
16363.63636,3,11.241,501.74,1,3,12,10,0,1,532,0,139,8,6.709090909,0,631.8181818,737.1212121,8,0,0.0,10519.38462,57.93846154,0,0,10,0,6.0,0.0,5.0,9.0,3.0,1,6911,1382.2
19590.90909,3,7.371,677.19,0,1,0,4,1,1,541,4,550,8,15.33636364,0,710.0,887.5,9,0,0.0,20282.76923,58.9,1,0,7,4,8.0,0.0,1.0,15.0,9.0,3,7676,0.0
2540.909091,3,17.091,78.8,3,3,13,10,0,2,565,0,275,8,31.36363636,1,645.4545455,699.2424242,14,0,0.0,10490.76923,38.01538462,1,0,3,0,7.0,0.0,11.0,11.0,8.0,0,0,0.0
7090.909091,3,14.839,203.59,2,3,12,2,1,1,564,0,608,0,21.76363636,1,622.7272727,674.6212121,5,0,0.0,7971.0,52.5,1,0,9,0,1.0,0.0,4.0,4.0,1.0,0,0,0.0
3927.272727,3,20.2,134.16,4,1,11,0,0,0,532,0,36,13,22.14545455,0,660.0,715.0,8,1,1.0,6578.076923,72.09230769,1,0,9,0,3.0,0.0,6.0,13.0,7.0,3,763,228.9
17727.27273,3,13.332,499.08,1,3,11,5,0,1,521,0,4,3,14.02363636,0,631.8181818,684.469697,13,0,0.0,36726.30769,96.16923077,1,0,8,27471,10.0,0.0,10.0,15.0,9.0,3,4776,955.2
16022.72727,3,16.841,613.66,2,0,4,10,1,2,520,4,546,33,28.17272727,0,665.0,775.8333333,12,0,0.0,11984.0,47.42307692,1,0,7,589,7.0,0.0,12.0,18.0,9.0,1,3134,313.4
27272.72727,5,12.73,565.38,1,2,4,5,2,0,583,6,35,14,20.04545455,1,560.4545455,653.8636364,17,0,0.0,34950.0,40.38461538,0,0,6,7,5.0,0.0,26.0,20.0,8.0,0,0,0.0
12000.0,3,16.49,389.4,3,1,9,10,2,1,540,4,9,7,23.43,1,660.0,715.0,11,0,0.0,9864.0,88.96153846,0,0,12,4,8.0,0.0,2.0,20.0,11.0,0,0,0.0
32727.27273,5,14.661,734.18,2,3,0,9,0,2,517,0,4,3,28.03636364,0,769.0909091,961.3636364,22,0,0.0,34000.38462,100.0384615,1,0,4,48139,17.0,0.0,5.0,23.0,9.0,0,0,0.0
9454.545455,3,12.99,269.52,1,4,0,8,1,2,525,0,261,8,18.72,1,680.0,793.3333333,14,0,0.0,20673.69231,62.42307692,1,0,11,28914,8.0,0.0,2.0,14.0,8.0,1,1652,330.4
9490.909091,3,8.325,277.68,0,3,7,4,2,2,525,2,519,9,11.48727273,0,613.6363636,767.0454545,6,0,0.0,2775.0,17.4,1,0,1,15477,1.0,0.0,3.0,9.0,5.0,0,0,0.0
7090.909091,3,15.642,205.71,2,3,0,8,1,0,482,5,74,30,17.08363636,0,752.7272727,815.4545455,13,0,0.0,9991.0,45.23076923,1,0,10,15675,4.0,0.0,4.0,9.0,5.0,0,0,0.0
26181.81818,3,11.44,790.74,1,3,9,10,0,0,561,0,387,19,20.48181818,0,645.4545455,699.2424242,17,0,0.0,18039.53846,14.76923077,0,0,12,0,7.0,0.0,2.0,20.0,9.0,2,5431,1629.3
6000.0,3,11.49,197.83,1,3,7,9,0,1,559,4,410,8,9.34,0,564.5454545,705.6818182,16,0,0.0,3428.076923,14.95384615,0,0,3,4,2.0,0.0,8.0,23.0,16.0,3,85,25.5
3272.727273,3,15.05,124.89,2,2,12,3,1,1,572,5,104,23,12.75272727,0,725.4545455,785.9090909,4,0,0.0,607.0,10.8,0,0,10,6,1.0,0.0,8.0,7.0,3.0,0,0,0.0
8500.0,3,8.253,270.98,1,5,10,10,0,1,550,4,79,2,15.37272727,9,670.0,725.8333333,13,0,0.0,5817.692308,47.44615385,0,0,11,4,4.0,0.0,6.0,21.0,10.0,0,0,0.0
5454.545455,3,14.049,209.79,3,1,2,10,1,1,544,0,235,8,30.34909091,0,604.5454545,755.6818182,8,1,1.0,6735.076923,61.81538462,1,0,1,0,4.0,0.0,5.0,24.0,15.0,0,0,0.0
26181.81818,3,7.12,742.37,0,3,11,3,0,0,532,5,49,12,5.04,0,750.0,937.5,12,0,0.0,14460.92308,30.2,1,0,7,6,4.0,0.0,10.0,10.0,7.0,0,0,0.0
10909.09091,3,15.389,341.73,2,3,9,10,0,1,564,2,221,8,8.7,0,670.0,725.8333333,3,1,1.0,6386.538462,85.18461538,0,0,12,5,2.0,0.0,5.0,5.0,4.0,1,2720,272.0
19309.09091,3,4.788,533.04,0,3,4,3,1,0,549,4,311,2,20.12727273,0,617.7272727,669.2045455,12,0,0.0,22466.76923,38.44615385,0,0,8,4,7.0,0.0,3.0,30.0,17.0,0,0,0.0
6995.454545,3,8.82,275.09,1,1,0,3,0,1,552,0,238,22,26.07272727,1,747.2727273,809.5454545,12,0,0.0,32345.53846,72.69230769,0,0,10,0,6.0,0.0,6.0,16.0,9.0,0,0,0.0
22727.27273,3,12.141,848.27,2,3,11,3,0,1,558,0,557,7,16.66363636,0,675.0,731.25,10,0,0.0,59250.0,72.2,0,0,4,0,6.0,0.0,6.0,9.0,9.0,0,0,0.0
8181.818182,3,8.99,317.96,1,0,13,10,1,1,559,4,603,13,16.74545455,0,600.0,750.0,7,1,1.0,6598.153846,55.4,1,0,6,4,3.0,0.0,6.0,15.0,10.0,0,0,0.0
10909.09091,3,8.991,387.15,1,4,9,1,0,0,546,0,553,27,15.25454545,0,736.3636364,797.7272727,11,0,0.0,14920.38462,102.9230769,1,0,4,0,6.0,0.0,9.0,6.0,4.0,1,830,0.0
10909.09091,3,10.087,318.79,1,3,3,5,1,1,545,0,15,12,16.52,0,670.0,725.8333333,9,1,0.0,12196.15385,75.92307692,0,0,3,0,5.0,0.0,5.0,10.0,4.0,3,2435,0.0
8000.0,3,17.77,288.3,3,0,0,7,0,2,520,2,767,0,8.648181818,0,600.0,750.0,5,0,0.0,2350.384615,62.67692308,0,0,8,42357,1.0,0.0,6.0,3.0,1.0,0,0,0.0
31818.18182,3,10.791,1162.34,1,3,4,10,0,2,570,0,116,14,12.7,0,665.0,831.25,13,0,0.0,47509.61538,75.27692308,1,0,8,0,7.0,0.0,7.0,11.0,3.0,0,0,0.0
25454.54545,5,11.99,622.71,2,3,1,3,0,2,554,4,158,9,42.77,0,730.0,790.8333333,16,0,0.0,49571.0,51.80769231,0,1,4,4,7.0,0.0,6.0,12.0,9.0,0,0,0.0
11818.18182,3,12.001,326.97,1,1,9,0,0,0,573,0,19,14,8.149090909,4,600.0,750.0,6,0,0.0,2750.769231,79.96153846,0,1,10,0,3.0,0.0,8.0,13.0,10.0,1,2125,425.0
26181.81818,5,9.99,509.82,1,0,9,10,0,1,549,4,540,13,13.11545455,0,589.0909091,687.2727273,28,0,0.0,13088.92308,30.64615385,0,0,11,4,8.0,0.0,10.0,44.0,16.0,4,7660,0.0
8181.818182,3,7.986,309.97,0,4,3,10,0,0,549,4,179,2,17.06363636,0,593.1818182,642.6136364,16,0,0.0,8387.0,29.0,0,0,6,4,7.0,0.0,16.0,11.0,6.0,3,3844,0.0
4090.909091,3,14.79,172.82,2,1,0,6,1,0,497,0,156,18,8.34,0,552.2727273,644.3181818,7,0,0.0,6396.0,96.27692308,1,0,3,1086,4.0,0.0,4.0,9.0,5.0,0,0,0.0
10909.09091,3,12.529,329.24,1,5,0,10,2,1,563,2,692,9,17.60727273,0,730.9090909,791.8181818,10,1,0.0,11808.46154,69.03076923,1,0,3,5,8.0,0.0,6.0,10.0,6.0,3,1772,177.2
20000.0,5,14.99,475.7,2,1,1,4,0,1,533,0,186,9,20.25,0,622.7272727,726.5151515,16,1,1.0,25072.61538,90.34615385,0,0,9,0,11.0,0.0,3.0,22.0,9.0,2,3602,720.4
6818.181818,3,14.09,213.89,1,1,10,0,1,0,510,0,108,21,17.90909091,0,556.3636364,695.4545455,9,0,0.0,11528.07692,80.33846154,1,0,12,0,4.0,0.0,4.0,9.0,5.0,0,0,0.0
20000.0,3,13.49,678.61,2,3,11,10,0,1,561,5,75,33,10.72,1,720.0,780.0,14,0,0.0,8554.0,26.42307692,0,0,10,6,6.0,0.0,9.0,19.0,10.0,0,0,0.0
24545.45455,5,12.62,676.78,2,3,9,1,0,1,576,0,161,14,29.11,0,740.0,801.6666667,18,0,0.0,12463.0,18.92307692,0,0,2,0,7.0,0.0,18.0,18.0,6.0,4,9511,0.0
10909.09091,3,10.076,382.5,1,2,11,10,2,2,553,0,224,3,29.14545455,1,730.9090909,913.6363636,11,0,0.0,9158.153846,99.23076923,0,0,3,0,8.0,0.0,10.0,10.0,6.0,0,4921,984.2
26000.0,3,15.763,892.8,2,1,10,6,0,2,517,0,138,0,21.20727273,0,741.8181818,927.2727273,7,0,0.0,32545.0,76.26923077,0,0,9,47434,4.0,0.0,5.0,13.0,10.0,3,4516,0.0
10500.0,5,18.18,279.36,3,5,3,0,1,2,524,0,227,35,21.75272727,0,654.5454545,763.6363636,8,0,0.0,6391.153846,29.72307692,1,0,10,31159,5.0,0.0,2.0,14.0,10.0,0,0,0.0
10000.0,3,7.551,315.17,0,3,9,0,1,1,534,4,484,21,16.16,1,752.7272727,878.1818182,28,0,0.0,12764.76923,49.64615385,0,0,7,4,7.0,0.0,21.0,15.0,5.0,0,0,0.0
1090.909091,3,16.115,41.4,2,1,4,10,2,0,543,0,31,2,23.53090909,0,548.1818182,685.2272727,17,1,1.0,11641.0,70.73076923,1,0,6,0,5.0,0.0,4.0,20.0,7.0,0,0,0.0
4909.090909,3,11.53,197.95,1,3,12,8,1,1,546,0,235,8,17.65636364,0,741.8181818,927.2727273,14,1,1.0,3448.615385,21.32307692,1,0,2,0,4.0,0.0,19.0,21.0,11.0,3,1724,517.2
28581.81818,5,20.655,737.84,5,0,10,8,0,2,513,0,479,8,36.55636364,0,556.3636364,649.0909091,22,0,0.0,36017.0,98.21538462,0,0,2,605,18.0,0.0,7.0,31.0,20.0,0,0,0.0
8181.818182,5,17.171,241.12,3,3,0,10,1,2,542,4,95,13,14.13636364,1,670.0,837.5,7,0,0.0,13693.07692,73.9,0,0,11,4,4.0,0.0,5.0,6.0,4.0,0,0,0.0
5909.090909,3,12.591,170.87,2,3,10,10,0,1,548,9,434,2,14.35090909,0,796.3636364,995.4545455,7,0,0.0,3172.615385,39.69230769,0,0,6,10,4.0,0.0,5.0,10.0,7.0,2,239,47.8
8600.0,3,25.443,333.49,5,0,4,3,2,1,554,0,814,4,27.73636364,0,601.3636364,701.5909091,30,0,0.0,9576.0,11.30769231,1,0,10,0,4.0,0.0,5.0,40.0,23.0,3,3514,1054.2
30545.45455,3,10.681,899.68,1,3,10,2,1,1,524,0,31,2,9.95,0,780.0,910.0,7,0,0.0,15.69230769,0.0,1,0,10,32525,1.0,0.0,8.0,8.0,6.0,0,0,0.0
21000.0,5,12.88,476.53,2,4,0,7,1,0,552,0,484,21,16.45,1,710.0,828.3333333,6,1,1.0,776.3076923,13.84615385,0,0,1,0,3.0,0.0,4.0,4.0,3.0,3,2736,820.8
5890.909091,3,9.891,235.69,1,3,0,3,1,0,529,8,261,8,13.36363636,1,650.0,704.1666667,5,0,0.0,3610.0,22.06153846,1,0,9,9,1.0,0.0,4.0,10.0,7.0,0,0,0.0
6545.454545,3,15.917,247.73,2,3,10,0,1,2,528,0,215,8,13.88181818,0,627.2727273,679.5454545,7,0,0.0,2396.153846,33.13846154,0,0,11,1063,3.0,0.0,2.0,9.0,7.0,0,0,0.0
6545.454545,3,15.037,244.93,1,1,0,10,1,2,527,0,34,18,11.71818182,0,680.0,850.0,9,0,0.0,8251.384615,69.78461538,0,0,4,0,5.0,0.0,6.0,16.0,5.0,3,1911,573.3
14181.81818,3,5.32,391.5,0,1,8,10,2,0,554,4,79,2,9.098181818,1,796.3636364,862.7272727,15,0,0.0,10855.38462,16.38461538,0,0,7,4,9.0,0.0,3.0,18.0,10.0,0,0,0.0
14645.45455,3,11.862,604.68,2,2,12,10,0,1,550,2,97,12,11.26636364,0,705.0,822.5,9,3,0.0,5185.846154,49.0,0,0,11,5,5.0,0.0,4.0,10.0,3.0,0,0,0.0
19636.36364,3,6.97,555.55,0,3,3,10,0,1,556,4,108,21,6.905454545,1,690.0,747.5,19,0,0.0,19857.23077,27.03076923,0,0,11,4,7.0,0.0,10.0,23.0,11.0,3,4759,475.9
27272.72727,3,17.991,1114.76,3,1,5,10,0,2,558,0,36,13,17.31272727,0,752.7272727,815.4545455,13,0,0.0,18127.0,27.69230769,0,0,3,0,3.0,0.0,18.0,19.0,11.0,2,5939,593.9
21204.54545,3,8.679,729.74,0,1,10,10,1,1,546,0,143,8,13.09909091,0,556.3636364,695.4545455,9,0,0.0,15879.23077,55.56923077,0,0,3,0,6.0,0.0,7.0,7.0,6.0,1,11562,2312.4
6545.454545,3,6.633,182.62,0,0,11,4,1,0,535,4,92,18,15.49,0,796.3636364,862.7272727,8,0,0.0,4380.0,30.57692308,0,0,9,4,4.0,0.0,7.0,6.0,4.0,3,2004,400.8
26181.81818,3,15.39,1142.49,2,3,0,0,0,2,524,2,33,22,17.47636364,0,725.4545455,785.9090909,17,1,1.0,3215.692308,26.9,1,0,7,94,3.0,0.0,25.0,13.0,10.0,0,9761,2928.3
9454.545455,3,15.31,278.54,2,3,9,10,0,0,531,0,104,23,16.85454545,5,670.0,837.5,14,0,0.0,7183.384615,64.50769231,0,0,11,0,4.0,0.0,5.0,33.0,19.0,3,1445,0.0
6125.0,3,14.99,212.3,2,3,9,2,2,1,566,4,19,14,12.30909091,0,540.0,675.0,19,0,0.0,8776.923077,42.0,1,0,4,4,7.0,0.0,8.0,45.0,29.0,2,2920,584.0
20454.54545,5,26.389,719.06,5,3,12,10,0,1,545,0,553,27,14.00727273,1,560.4545455,700.5681818,7,0,0.0,24579.23077,97.5,1,0,12,0,4.0,0.0,4.0,5.0,3.0,4,8606,2581.8
27240.90909,3,13.869,803.68,3,2,13,10,0,1,551,0,32,21,27.79636364,0,695.0,752.9166667,14,0,0.0,29751.69231,76.84615385,1,0,7,0,5.0,0.0,6.0,21.0,10.0,0,9839,2951.7
6545.454545,3,20.405,218.58,3,1,6,2,0,0,525,5,519,9,11.14,2,670.0,781.6666667,11,0,0.0,7012.0,93.0,0,0,8,6,5.0,0.0,2.0,21.0,12.0,3,655,131.0
13636.36364,3,6.219,289.09,0,3,0,10,1,2,490,0,167,8,7.183636364,0,597.2727273,746.5909091,12,0,0.0,8240.769231,37.36923077,1,0,8,11596,4.0,0.0,4.0,9.0,5.0,2,5364,0.0
14918.18182,5,18.891,369.88,4,1,0,3,0,2,547,0,85,19,29.11818182,1,700.0,875.0,12,0,0.0,5658.0,27.96923077,1,0,4,0,4.0,0.0,7.0,12.0,6.0,0,0,0.0
9818.181818,3,6.741,373.22,0,3,9,10,0,2,552,2,797,14,6.730909091,0,564.5454545,705.6818182,7,0,0.0,13639.0,59.35384615,0,0,11,5,5.0,0.0,3.0,11.0,4.0,3,652,65.2
22727.27273,3,16.02,879.18,2,0,0,6,0,1,571,0,473,8,19.10181818,0,725.4545455,785.9090909,21,0,0.0,31317.69231,64.96153846,0,0,7,0,11.0,0.0,13.0,19.0,13.0,3,8672,867.2
