year_of_loan,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,f0,f1,f2,f3,early_return,early_return_amount_3mon
3,5,2,0,7,10,0,2,10,0,1,8,0,0,1,2,0,0.0,0,6,1,0,6,0,1,0.0,0,2,0,0
3,4,1,5,0,10,1,2,9,0,3,8,0,2,1,4,0,0.0,0,6,0,0,2,0,3,0.0,2,3,0,0
5,4,3,3,0,7,1,1,11,4,5,24,0,0,6,6,0,0.0,0,7,0,0,1,0,4,0.0,2,6,0,0
5,1,3,5,0,0,1,1,9,0,0,13,0,0,7,0,0,0.0,0,2,1,0,11,0,0,0.0,0,2,4,1
3,2,3,3,0,8,0,1,9,0,3,21,0,0,5,4,1,1.0,0,1,0,0,7,0,2,0.0,0,3,3,0
3,5,1,3,2,10,0,1,7,5,2,2,0,0,4,3,0,0.0,0,4,0,0,7,0,5,0.0,0,3,0,2
3,2,2,3,3,8,0,0,7,4,2,8,0,0,3,1,0,0.0,0,6,1,0,7,0,1,0.0,0,1,0,0
3,4,0,0,3,3,0,1,9,0,10,45,0,0,5,2,1,0.0,0,5,1,0,7,0,2,0.0,1,1,1,1
3,0,3,3,3,10,0,1,12,0,0,14,0,1,1,2,0,0.0,0,10,0,0,3,0,3,0.0,1,1,3,0
3,1,2,3,11,2,1,1,8,0,8,24,0,0,3,0,0,0.0,0,9,1,0,8,0,0,0.0,0,0,0,0
3,0,3,4,7,10,0,0,7,2,4,16,0,0,7,1,0,0.0,0,8,1,0,1,0,1,0.0,0,0,0,0
5,7,4,3,0,10,0,2,6,0,7,13,0,1,3,2,0,0.0,2,9,1,0,6,0,4,0.0,0,2,4,1
3,3,2,1,4,10,1,2,6,0,7,13,0,0,5,2,0,0.0,0,8,1,0,7,8,3,0.0,2,3,3,1
3,6,0,2,4,3,0,2,6,0,1,30,0,2,6,1,0,0.0,0,1,1,0,2,0,1,0.0,0,2,0,0
3,5,0,1,0,6,1,1,7,0,0,2,0,0,4,2,0,0.0,0,7,0,0,12,0,3,0.0,0,2,2,0
5,2,1,3,4,8,0,1,8,4,7,17,0,0,1,2,0,0.0,0,9,0,0,11,0,2,0.0,0,1,4,3
3,1,1,2,4,9,0,0,9,4,11,0,0,0,1,1,1,1.0,0,6,0,0,3,0,1,0.0,0,1,2,0
3,0,1,3,12,8,0,0,9,4,0,14,0,1,9,3,0,0.0,0,1,0,0,8,0,1,0.0,1,3,0,0
5,3,2,2,4,9,0,0,9,0,0,2,0,1,4,2,0,0.0,0,8,0,0,4,0,2,0.0,0,1,0,0
3,6,3,1,8,6,2,2,11,0,6,13,0,0,0,2,0,0.0,0,6,1,0,10,0,3,0.0,0,2,0,0
3,3,2,3,10,10,1,0,11,0,3,11,0,0,3,2,0,0.0,0,4,0,0,8,0,1,0.0,1,2,0,0
3,7,2,1,13,5,1,0,9,4,0,25,0,0,2,1,1,0.0,0,9,0,0,12,0,0,0.0,1,0,1,0
5,3,1,1,10,2,0,1,8,0,0,22,0,1,7,2,0,0.0,0,3,0,0,11,0,1,0.0,1,1,0,0
5,3,4,1,3,1,2,2,3,4,6,48,0,0,1,2,0,0.0,0,9,1,0,9,0,1,0.0,0,1,2,1
3,3,1,3,9,3,1,0,7,4,3,9,0,0,4,0,0,0.0,0,8,0,0,5,0,0,0.0,0,0,3,0
3,1,0,1,4,1,1,0,4,4,0,10,0,0,4,0,0,0.0,0,4,1,0,12,0,1,0.0,0,1,3,0
3,1,0,3,2,8,2,2,5,0,1,14,0,0,4,2,0,0.0,0,7,1,0,10,0,3,0.0,0,2,3,2
5,1,0,3,12,4,0,1,8,0,0,3,0,0,11,1,0,0.0,0,2,1,0,10,0,1,0.0,0,1,5,0
3,3,2,4,0,9,2,1,8,0,11,24,0,0,3,2,0,0.0,0,2,1,0,1,0,2,0.0,0,1,0,0
3,8,1,0,8,10,0,2,10,2,1,3,0,1,6,4,0,0.0,0,6,0,0,10,0,7,0.0,1,5,3,7
3,3,1,3,0,10,0,1,8,0,4,14,0,0,3,4,0,0.0,0,3,1,0,2,0,3,0.0,1,2,1,2
3,2,0,3,0,4,1,0,9,0,0,2,0,0,9,4,0,0.0,0,5,0,0,11,0,1,0.0,2,0,0,2
3,6,2,3,12,4,2,1,10,0,12,41,0,2,5,2,1,0.0,0,4,1,0,2,0,2,0.0,1,3,0,0
3,1,1,1,11,10,0,1,10,0,1,36,0,2,5,2,1,1.0,0,4,1,0,12,0,3,0.0,0,3,0,0
5,2,3,1,4,10,0,2,7,0,8,40,0,0,4,1,1,1.0,0,10,1,0,7,0,1,0.0,1,1,0,0
3,1,2,2,2,4,1,2,11,0,0,31,0,1,4,2,0,0.0,0,6,0,0,10,0,1,0.0,3,1,0,0
5,3,3,3,7,10,0,2,10,10,2,22,0,0,5,0,0,0.0,0,1,1,0,9,0,0,0.0,0,0,0,0
3,7,3,3,11,10,0,2,12,2,1,21,0,1,2,4,0,0.0,0,5,1,1,9,0,3,0.0,0,3,0,0
3,3,3,1,9,10,0,0,8,0,0,5,0,0,2,2,0,0.0,0,8,1,0,6,0,1,0.0,2,1,0,0
3,3,0,1,7,10,2,2,7,0,1,14,0,0,7,2,0,0.0,0,2,1,0,5,5,1,0.0,0,1,1,1
5,2,2,3,7,10,0,2,6,0,2,18,0,0,4,1,0,0.0,0,9,1,0,12,0,2,0.0,0,0,0,0
3,2,2,3,12,2,1,0,8,0,9,23,0,0,2,1,0,0.0,0,4,1,0,6,0,1,0.0,1,0,1,0
3,1,3,1,7,0,0,0,11,4,2,14,0,1,3,3,0,0.0,0,5,0,1,4,0,1,0.0,1,2,3,0
3,3,3,1,3,5,1,1,11,5,2,14,0,0,3,1,0,0.0,0,0,1,0,5,0,0,0.0,0,0,3,0
3,2,0,1,3,10,0,0,8,4,1,10,0,1,6,2,0,0.0,0,3,1,0,11,0,1,0.0,0,2,0,1
3,9,1,2,11,5,0,2,7,0,9,2,0,0,6,2,0,0.0,0,3,1,0,6,4,2,0.0,0,1,2,2
5,5,2,2,8,0,0,0,10,4,0,14,0,1,3,2,0,0.0,1,4,0,0,1,0,2,0.0,1,2,0,0
5,5,4,3,4,4,1,2,10,0,1,4,0,0,6,2,0,0.0,0,3,0,0,10,0,2,0.0,2,1,0,0
5,6,2,3,11,0,0,1,9,0,9,45,0,0,3,6,0,0.0,0,4,0,0,10,0,1,0.0,3,4,0,0
3,3,0,1,3,7,0,0,9,4,6,7,0,0,8,3,0,0.0,0,7,0,0,12,0,2,0.0,1,3,0,0
3,1,0,4,7,10,0,2,6,2,1,8,0,0,5,2,0,0.0,0,0,1,0,6,8,0,0.0,1,1,0,0
3,0,1,2,11,5,0,0,10,3,6,4,0,0,2,1,0,0.0,0,0,1,0,1,0,0,0.0,1,0,3,0
3,1,2,3,4,10,0,2,10,4,4,0,0,0,5,1,0,0.0,0,8,0,0,9,0,1,0.0,0,0,3,0
5,4,2,0,0,1,0,1,10,0,1,38,0,0,6,1,1,1.0,0,1,0,0,11,0,0,0.0,0,0,0,0
3,1,1,0,9,10,2,1,8,0,3,26,0,1,2,1,3,0.0,0,2,1,0,9,0,1,0.0,0,1,1,0
5,5,6,1,13,9,2,1,10,0,10,45,0,0,0,3,0,0.0,0,3,0,0,12,0,3,0.0,1,1,0,2
3,5,0,2,3,10,0,1,4,2,2,21,0,0,5,2,0,0.0,0,0,1,0,9,0,1,0.0,0,1,1,3
5,3,3,3,9,3,0,1,7,0,5,21,0,0,5,2,0,0.0,0,11,1,0,1,0,3,0.0,0,2,0,0
3,4,2,3,5,9,0,2,9,0,6,8,0,0,6,4,0,0.0,0,3,0,0,3,0,3,0.0,1,3,0,0
3,1,2,1,10,2,0,2,6,0,2,0,0,0,3,2,0,0.0,0,4,0,0,8,8,1,0.0,1,0,2,0
3,1,1,1,2,4,1,1,10,10,6,9,0,4,7,1,0,0.0,0,5,1,0,12,0,1,0.0,4,1,2,0
3,2,1,1,6,10,1,2,7,0,8,40,0,0,8,1,0,0.0,0,5,0,0,10,0,1,0.0,0,0,3,0
5,1,1,5,7,1,1,1,7,0,4,8,0,0,2,1,0,0.0,0,7,0,0,7,0,1,0.0,0,2,0,2
3,0,0,3,0,5,1,0,12,7,3,22,0,0,4,2,0,0.0,0,1,0,0,2,0,1,0.0,1,1,3,0
3,2,2,2,3,1,1,0,5,4,5,26,0,0,3,1,1,1.0,0,8,1,0,4,0,1,0.0,0,1,0,0
3,1,2,0,0,5,1,1,7,0,2,8,0,0,2,2,0,0.0,0,6,1,0,4,0,2,0.0,0,1,0,0
3,1,2,1,9,2,1,2,9,10,4,7,0,0,8,2,2,0.0,0,7,0,0,4,0,2,0.0,2,0,0,0
3,4,4,4,11,10,0,1,8,1,8,14,0,0,5,1,0,0.0,0,4,1,0,6,0,0,0.0,3,2,0,0
5,4,3,3,9,3,0,1,10,0,0,12,0,0,6,2,2,1.0,0,9,0,0,5,0,3,0.0,0,1,0,0
3,3,0,1,3,10,2,2,7,3,2,14,0,0,6,1,0,0.0,0,1,1,0,3,0,1,0.0,1,1,3,0
5,3,2,3,9,2,2,0,9,4,1,12,0,0,4,1,2,1.0,0,3,0,0,5,0,0,0.0,3,0,0,2
3,3,2,2,5,10,1,1,8,0,3,8,0,0,7,2,0,0.0,0,3,1,0,11,0,1,0.0,0,3,3,0
3,1,3,0,3,10,2,1,11,0,7,10,0,0,3,1,0,0.0,0,5,0,0,8,0,1,0.0,0,1,3,0
3,9,3,3,3,6,0,1,7,0,3,8,0,0,3,4,0,0.0,0,7,1,0,4,0,3,0.0,2,1,1,3
5,3,4,4,5,7,2,2,8,2,0,13,0,2,0,1,0,0.0,0,6,0,0,5,0,1,0.0,0,0,3,1
3,2,2,0,0,10,2,2,8,0,2,8,0,1,5,5,0,0.0,0,1,0,0,4,0,6,0.0,0,6,0,0
3,2,1,3,4,1,0,1,10,0,1,10,0,0,6,4,0,0.0,1,9,0,0,1,0,6,0.0,1,4,0,0
3,4,1,3,10,10,0,0,6,4,7,13,0,2,1,3,0,0.0,0,7,1,0,9,4,2,0.0,0,3,3,0
3,0,3,1,0,10,0,0,6,4,6,2,0,0,4,2,0,0.0,0,9,1,0,4,0,4,0.0,0,4,0,0
3,8,2,1,3,10,1,2,6,0,1,8,0,0,3,1,0,0.0,0,8,1,0,1,0,1,0.0,0,0,2,5
3,5,3,1,2,10,0,2,8,0,1,12,0,3,6,6,1,0.0,0,2,1,0,4,0,5,0.0,0,4,0,0
5,8,2,3,10,10,0,2,11,0,6,14,0,0,6,3,0,0.0,0,0,0,0,11,0,1,0.0,2,3,0,0
3,3,3,2,9,2,0,2,8,0,3,12,0,0,1,2,0,0.0,0,3,1,0,4,0,1,0.0,0,1,0,0
3,1,1,1,0,1,1,1,9,0,1,14,0,1,3,2,0,0.0,1,9,0,0,10,0,4,0.0,1,3,3,0
5,4,3,1,2,4,0,2,8,2,9,0,0,0,0,1,0,0.0,0,6,1,0,5,0,1,0.0,1,1,4,0
3,9,3,3,0,6,0,2,9,4,1,8,0,0,2,2,1,1.0,0,7,1,0,3,0,1,0.0,1,0,0,0
3,4,0,2,1,10,2,0,9,0,2,8,0,0,3,5,0,0.0,0,0,0,0,2,0,2,0.0,2,4,3,5
3,2,3,0,9,10,0,1,8,0,4,23,0,1,4,1,0,0.0,0,11,1,0,10,0,1,0.0,0,0,0,0
5,4,3,3,4,5,0,2,9,0,0,2,0,0,0,2,0,0.0,0,2,0,0,7,0,1,0.0,0,2,0,0
3,2,0,3,4,6,0,2,11,0,6,8,0,0,7,1,1,0.0,0,3,0,0,2,0,2,0.0,0,0,0,0
3,11,5,1,0,3,1,2,10,6,0,19,0,0,0,1,1,1.0,0,8,0,1,11,0,0,0.0,0,1,0,0
5,3,2,3,1,0,0,2,11,0,6,0,0,0,1,2,1,1.0,0,4,0,0,10,0,2,0.0,1,1,0,0
3,8,0,3,8,10,0,2,9,0,1,20,0,0,1,5,0,0.0,0,3,0,0,5,0,4,0.0,1,3,0,0
5,1,2,3,6,2,2,2,12,0,0,3,0,0,5,2,0,0.0,0,5,0,0,3,0,2,0.0,0,1,0,2
3,2,0,3,2,8,0,0,9,0,2,8,0,0,4,2,0,0.0,0,7,0,0,7,0,1,0.0,2,1,3,1
3,10,3,3,2,10,0,2,7,2,1,32,0,0,10,2,1,0.0,0,0,1,0,9,0,0,0.0,0,2,3,0
5,6,2,3,3,10,0,1,8,0,5,14,0,0,8,1,0,0.0,0,8,0,0,2,0,1,0.0,1,1,4,2
5,2,2,3,9,10,0,1,10,0,5,17,0,2,2,1,0,0.0,0,9,0,0,4,0,2,0.0,0,2,5,0
3,2,2,3,6,2,0,0,7,2,7,14,0,2,6,1,0,0.0,0,2,0,0,10,0,1,0.0,0,1,3,0
3,10,4,1,7,2,1,2,8,0,2,3,0,0,5,2,0,0.0,0,8,1,0,5,0,2,0.0,1,1,0,0
3,7,3,3,4,10,1,2,10,0,1,36,0,0,4,1,0,0.0,0,11,0,0,10,0,2,0.0,1,1,3,0
3,9,1,1,2,10,0,1,10,0,6,21,0,0,4,6,0,0.0,0,5,1,0,8,0,5,0.0,0,4,3,0
5,6,4,0,4,6,0,1,9,9,7,10,0,0,6,1,0,0.0,0,8,0,0,8,0,1,0.0,0,0,1,0
5,3,3,1,0,7,1,1,7,4,2,4,0,0,1,2,1,1.0,0,11,0,0,1,0,2,0.0,0,1,4,0
5,2,4,1,11,4,0,1,7,0,2,17,0,1,2,4,0,0.0,0,4,1,0,2,0,1,0.0,2,0,3,1
3,1,2,1,9,2,1,1,10,9,2,11,0,1,2,2,1,1.0,0,4,1,0,3,0,1,0.0,0,1,0,0
3,1,2,3,12,7,1,2,9,5,1,9,0,0,2,2,1,1.0,0,3,1,0,11,0,2,0.0,0,1,0,0
3,7,3,1,4,6,1,0,12,4,0,2,0,1,7,2,1,1.0,0,2,1,0,10,0,2,0.0,5,1,1,1
3,5,0,0,11,10,0,1,8,0,1,14,0,0,2,2,0,0.0,0,3,0,0,8,0,3,0.0,0,3,1,2
3,3,3,3,9,3,0,2,8,0,3,8,0,0,5,2,1,1.0,0,3,1,0,4,0,4,0.0,1,3,0,0
5,6,4,2,13,2,0,2,9,0,3,2,0,0,3,2,0,0.0,0,9,0,0,1,0,1,0.0,0,1,1,1
3,3,1,3,8,10,1,0,9,4,0,3,0,0,7,2,1,1.0,0,4,1,0,6,0,2,0.0,1,2,1,0
5,4,2,3,0,10,0,2,7,4,0,19,0,0,6,2,1,1.0,0,7,1,0,9,0,1,0.0,0,1,4,0
3,7,2,3,2,3,0,2,8,4,6,45,0,0,4,2,0,0.0,1,7,0,0,6,0,4,0.0,1,3,0,0
3,0,3,5,7,10,0,1,10,0,8,8,0,0,5,0,1,1.0,0,3,1,0,11,0,1,0.0,1,1,1,0
3,6,0,3,7,4,1,2,9,0,2,8,0,0,7,0,0,0.0,0,0,1,0,9,0,1,0.0,0,0,0,0
3,10,2,3,0,7,0,2,7,0,8,9,0,0,6,4,0,0.0,0,8,0,0,12,0,4,0.0,3,4,0,0
5,2,2,2,10,2,1,2,3,1,10,19,0,1,8,4,0,0.0,0,0,1,0,1,2,1,0.0,0,1,0,0
5,5,3,2,9,8,1,2,10,0,1,0,0,2,6,3,0,0.0,0,11,0,0,9,0,1,0.0,4,1,0,0
3,0,1,3,0,10,1,0,8,2,0,13,0,0,4,2,1,0.0,0,7,1,0,7,0,3,0.0,0,2,0,0
5,4,2,0,4,10,2,2,6,0,4,18,0,0,1,3,0,0.0,0,8,0,0,7,0,4,0.0,3,4,0,0
3,2,1,1,4,1,1,0,11,4,3,22,0,0,3,3,0,0.0,0,10,1,0,1,0,1,0.0,3,0,0,0
3,3,1,3,7,10,0,1,9,0,5,24,0,1,5,3,0,0.0,0,5,0,0,5,0,4,0.0,0,3,0,0
3,10,3,1,12,8,1,2,10,0,9,2,0,1,6,3,0,0.0,0,9,0,0,10,0,1,0.0,2,1,3,2
3,2,2,1,2,4,0,0,6,0,3,12,0,0,2,0,0,0.0,0,6,1,0,2,0,0,0.0,0,0,3,0
3,11,4,1,4,5,2,1,9,2,0,2,0,0,5,1,0,0.0,0,0,0,0,11,0,1,0.0,1,0,1,1
3,2,1,3,2,8,0,0,9,2,0,13,0,0,3,2,0,0.0,0,5,0,0,2,0,1,0.0,0,0,0,0
3,3,1,1,3,9,1,0,5,0,0,14,0,2,2,4,0,0.0,0,3,1,0,5,4,1,0.0,0,1,0,0
3,4,2,3,4,2,1,0,7,0,10,3,0,0,2,1,0,0.0,0,4,1,0,3,4,1,0.0,0,1,3,1
3,11,2,3,10,0,1,2,11,4,0,14,0,0,2,2,0,0.0,0,7,0,1,5,0,2,0.0,1,1,0,0
3,10,3,1,9,3,0,2,8,0,2,23,0,1,6,3,1,1.0,0,7,1,0,7,0,3,0.0,2,3,2,2
5,3,1,3,4,10,2,0,10,0,4,27,0,0,5,2,1,1.0,0,8,0,0,10,0,3,0.0,1,1,1,1
3,3,2,3,2,10,0,1,11,0,1,12,0,5,3,3,0,0.0,0,9,0,0,7,0,3,0.0,0,3,0,0
5,6,3,3,7,10,2,1,7,0,8,3,0,0,7,1,0,0.0,0,8,1,0,4,0,2,0.0,0,2,0,0
5,2,1,3,13,10,1,0,9,0,2,0,0,0,8,1,0,0.0,0,9,0,0,10,0,1,0.0,1,0,0,0
5,2,2,2,7,10,0,2,6,0,6,30,0,0,1,1,0,0.0,0,5,1,0,1,0,2,0.0,0,1,0,0
5,3,4,2,5,5,0,0,9,0,7,19,0,0,1,3,0,0.0,0,10,0,0,6,0,3,0.0,0,3,0,0
3,4,1,1,2,3,0,0,10,0,3,43,0,0,5,5,0,0.0,0,7,1,0,3,0,1,0.0,5,1,1,0
3,2,2,3,0,4,1,0,3,0,6,0,0,0,3,1,0,0.0,0,7,1,0,9,0,1,0.0,0,1,1,0
3,0,1,1,10,8,1,0,8,4,1,33,0,0,5,1,0,0.0,0,7,1,0,12,0,2,0.0,0,0,1,0
3,10,2,3,3,0,1,1,11,2,6,21,0,0,4,2,0,0.0,0,5,1,0,10,0,0,0.0,2,0,1,1
5,3,3,0,8,3,0,2,4,0,0,13,0,0,4,2,0,0.0,0,5,1,0,12,0,1,0.0,0,1,2,0
5,4,1,3,3,3,0,1,8,0,0,19,0,0,3,3,0,0.0,0,3,0,0,1,0,2,0.0,0,2,5,2
5,6,3,3,8,10,2,2,7,0,4,17,0,0,7,2,0,0.0,0,6,1,0,3,0,2,0.0,0,1,5,6
5,3,2,3,0,10,0,0,9,0,7,23,0,0,4,2,0,0.0,0,7,0,0,9,0,3,0.0,0,1,2,1
3,6,3,0,3,0,1,0,11,0,6,30,0,0,8,0,0,0.0,0,0,0,0,3,0,0,0.0,0,0,1,0
3,9,3,1,3,10,0,2,7,2,8,3,0,2,4,2,1,0.0,0,4,1,0,3,0,2,0.0,0,1,3,0
5,6,5,3,3,1,0,2,7,0,0,2,0,0,5,1,0,0.0,0,7,1,0,4,0,1,0.0,0,2,0,0
3,0,2,2,0,3,1,2,7,4,3,8,0,0,4,1,0,0.0,0,5,1,0,7,0,2,0.0,0,1,3,0
3,2,3,1,0,2,1,0,7,0,4,0,0,1,7,1,0,0.0,0,4,0,0,1,0,1,0.0,1,0,0,0
5,4,2,2,10,4,0,2,6,0,2,38,0,0,1,4,0,0.0,0,8,1,0,8,0,1,0.0,2,2,1,0
3,1,1,3,10,10,0,2,8,4,9,37,0,0,1,2,1,0.0,0,5,0,0,11,0,3,0.0,0,2,2,0
5,5,3,3,10,0,1,2,11,0,0,13,0,1,2,2,0,0.0,0,8,1,1,1,0,1,0.0,1,0,0,2
5,6,2,3,0,10,0,0,11,4,2,8,0,1,4,2,1,1.0,0,1,0,1,8,0,1,0.0,1,0,0,0
3,1,1,0,10,10,0,0,8,0,11,14,0,0,1,1,0,0.0,0,5,0,0,6,0,1,0.0,0,0,0,0
3,1,0,2,0,5,1,2,5,0,3,8,0,0,6,2,0,0.0,0,5,1,0,2,0,1,0.0,0,1,1,0
3,10,2,0,3,7,0,1,9,4,3,31,0,0,5,2,0,0.0,0,7,0,0,4,0,2,0.0,2,2,2,0
3,2,1,3,0,10,0,2,8,0,3,32,0,0,5,1,0,0.0,0,8,1,0,8,0,1,0.0,0,0,3,0
3,0,2,2,0,10,0,2,9,5,5,35,0,0,2,1,0,0.0,0,5,1,0,3,0,1,0.0,3,1,0,0
5,6,2,5,3,3,0,2,6,0,1,12,0,2,2,4,0,0.0,0,6,1,0,12,6,1,0.0,4,2,1,2
3,5,2,0,4,8,1,1,8,0,2,8,0,0,3,1,0,0.0,0,2,1,0,7,0,1,0.0,1,0,0,0
3,1,2,1,9,2,1,2,9,0,1,13,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0
3,0,0,1,13,9,2,2,8,0,1,7,0,0,0,2,0,0.0,3,7,1,0,10,0,4,0.0,0,1,0,0
3,1,1,2,6,4,0,1,7,4,1,21,0,0,4,2,0,0.0,0,4,1,0,9,0,1,0.0,2,0,0,0
3,4,2,1,3,10,0,2,9,2,8,3,0,0,2,0,0,0.0,0,5,0,0,12,0,0,0.0,0,1,0,1
3,4,0,1,4,0,2,0,8,0,3,0,0,0,2,0,0,0.0,0,7,1,0,2,0,0,0.0,0,1,3,3
3,7,0,3,10,10,0,1,11,6,3,35,0,1,7,5,0,0.0,0,2,0,0,9,0,3,0.0,4,3,0,0
3,0,4,2,5,1,1,1,9,6,4,21,0,0,8,1,2,2.0,0,1,1,0,6,0,2,0.0,0,0,0,0
3,5,1,3,13,3,0,2,6,0,3,3,0,1,2,2,0,0.0,0,5,1,0,4,0,1,0.0,1,1,3,0
5,5,5,3,10,2,0,1,9,0,0,4,0,0,7,3,1,1.0,0,3,0,0,10,0,2,0.0,1,1,0,0
3,5,1,1,3,1,1,1,9,0,0,8,0,1,1,3,0,0.0,0,3,0,0,1,0,2,0.0,0,2,3,4
3,3,1,2,4,5,1,1,5,4,5,21,0,0,0,2,0,0.0,0,6,1,0,3,0,1,0.0,0,1,0,0
3,10,2,0,10,7,0,1,10,2,7,9,0,0,8,1,0,0.0,0,1,0,0,10,0,2,0.0,0,1,0,0
3,5,1,3,0,3,1,1,7,4,3,21,0,0,3,2,0,0.0,0,7,0,0,5,5,3,0.0,1,2,0,0
5,4,4,1,0,10,0,2,10,0,7,14,0,0,5,2,0,0.0,0,8,1,0,3,0,2,0.0,1,1,2,0
3,0,4,2,9,3,0,2,6,0,5,2,0,0,2,2,0,0.0,0,4,1,0,5,0,2,0.0,0,2,3,0
3,3,0,1,7,8,0,0,7,0,7,22,0,0,2,2,0,0.0,0,0,0,0,4,0,0,0.0,1,1,1,2
3,0,0,0,0,10,0,0,10,4,10,0,0,0,8,2,1,1.0,0,3,0,0,10,0,1,0.0,0,3,2,0
3,1,0,2,3,5,0,1,7,4,4,9,0,0,6,1,0,0.0,0,4,0,0,5,0,0,0.0,1,0,3,0
5,2,3,2,0,2,0,0,9,0,7,47,0,0,1,2,2,2.0,0,6,0,0,11,0,1,0.0,0,2,0,0
3,5,2,3,10,10,1,2,9,0,3,8,0,0,6,0,0,0.0,0,3,0,0,10,0,0,0.0,0,0,3,0
5,5,4,1,0,10,0,2,11,0,8,11,0,0,4,1,0,0.0,0,7,0,0,4,0,2,0.0,0,0,0,0
3,7,3,3,10,10,0,1,8,5,2,8,0,0,4,1,0,0.0,0,1,1,0,11,0,1,0.0,0,0,0,0
3,2,2,1,8,10,0,2,8,0,7,2,0,0,2,3,0,0.0,0,7,1,0,8,0,3,0.0,1,3,3,0
3,1,1,0,11,7,2,1,10,0,0,13,0,0,8,1,1,0.0,0,7,0,0,7,0,2,0.0,0,1,0,0
5,6,4,3,10,10,1,2,6,4,4,14,0,1,0,2,0,0.0,0,5,0,0,9,0,2,0.0,1,2,0,0
3,3,2,1,13,10,0,1,10,0,3,9,0,0,3,2,0,0.0,0,7,1,0,9,0,2,0.0,0,2,0,2
3,1,1,3,10,7,1,0,9,0,1,21,0,0,4,1,0,0.0,0,3,0,0,8,0,1,0.0,0,0,0,0
5,6,2,1,2,10,0,2,8,4,7,13,0,0,7,1,1,0.0,0,11,0,0,12,0,1,0.0,0,0,0,0
3,5,0,2,3,6,0,2,7,0,0,14,0,0,11,3,0,0.0,0,2,0,0,4,0,4,0.0,0,2,3,1
3,2,4,4,11,6,0,1,8,0,6,21,0,0,3,2,1,1.0,0,2,1,0,6,0,3,0.0,0,4,0,0
3,0,1,3,0,10,1,2,11,4,7,36,0,0,0,4,0,0.0,0,5,0,0,3,0,5,0.0,1,3,0,0
3,0,1,3,4,9,1,0,9,8,3,7,0,2,7,1,0,0.0,0,7,0,0,3,0,1,0.0,0,0,1,0
3,0,0,4,11,3,0,0,3,5,0,14,0,3,2,1,0,0.0,0,0,1,0,10,0,1,0.0,0,1,0,0
3,1,2,4,0,0,1,1,8,0,6,21,0,1,1,2,0,0.0,0,5,0,0,7,0,1,0.0,0,2,0,0
5,5,3,3,8,10,0,1,7,0,3,32,0,0,2,4,0,0.0,0,9,1,0,4,0,3,0.0,0,3,0,0
5,7,4,0,6,7,0,2,8,0,1,10,0,0,2,2,0,0.0,0,8,0,0,4,0,1,0.0,1,1,5,2
5,6,5,0,7,10,2,2,10,4,2,11,0,0,0,1,0,0.0,0,9,1,0,4,0,1,0.0,1,0,0,0
3,0,3,3,10,6,1,2,6,5,7,13,0,0,2,0,0,0.0,0,7,1,0,4,6,0,0.0,0,1,0,0
3,4,1,3,13,3,0,1,9,4,1,14,0,0,1,2,0,0.0,0,7,1,0,3,0,1,0.0,1,1,3,1
3,2,3,3,0,10,2,1,8,0,6,5,0,0,3,0,0,0.0,0,12,1,0,11,0,1,0.0,0,0,0,0
3,4,5,0,9,9,1,2,10,11,0,13,0,0,6,0,0,0.0,0,10,1,0,3,0,0,0.0,0,1,1,0
5,3,4,3,6,3,2,0,9,0,1,14,0,0,6,1,0,0.0,0,1,0,0,11,0,0,0.0,0,1,2,1
3,0,0,3,0,3,1,0,10,4,0,19,0,0,4,0,0,0.0,0,3,1,0,9,0,0,0.0,3,0,1,1
3,2,3,1,7,10,0,2,6,0,0,14,0,0,4,2,0,0.0,0,8,1,0,8,0,2,0.0,1,1,2,1
3,3,1,3,10,10,0,2,8,0,1,10,0,0,3,2,0,0.0,0,2,0,0,9,0,1,0.0,0,3,1,1
3,9,1,2,4,7,0,1,9,4,2,2,0,0,4,3,0,0.0,0,5,0,0,7,0,1,0.0,0,3,0,0
3,1,0,0,10,2,0,2,11,0,2,32,0,0,9,2,0,0.0,0,1,1,0,2,0,2,0.0,3,3,2,0
5,2,2,3,9,6,2,1,8,0,3,7,0,0,2,3,0,0.0,0,4,0,0,4,0,2,0.0,0,2,1,4
3,1,2,0,2,3,1,1,7,0,1,36,0,0,0,5,1,1.0,0,2,0,0,5,5,4,0.0,1,7,0,0
3,8,3,5,4,10,0,2,9,1,0,30,0,0,0,2,0,0.0,1,7,1,0,7,0,1,0.0,2,1,0,0
3,0,1,3,0,10,1,1,11,0,2,3,0,0,0,2,0,0.0,0,9,1,0,1,0,2,0.0,1,1,3,0
3,2,2,1,12,9,1,1,10,0,0,2,0,0,9,1,0,0.0,0,11,1,0,8,0,1,0.0,1,0,3,0
3,1,0,3,12,7,0,2,10,5,4,16,0,0,11,1,0,0.0,0,1,0,0,12,0,0,0.0,0,1,0,0
3,5,1,3,3,10,0,0,9,0,1,12,0,1,6,3,0,0.0,0,4,0,0,4,0,3,0.0,0,2,3,0
5,4,3,3,6,10,0,1,7,1,3,7,0,0,5,3,0,0.0,0,7,1,0,10,0,1,0.0,3,1,0,0
